final_rank,content_id,client_id,final_refresh_score,best_model_name,best_model_probability,baseline_refresh_score,confidence,suggested_action,final_reason_codes,is_declining_label,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,content_age_days,days_since_last_update,word_count,trend_direction,competition_level,content_type,main_intent,age_tier,freshness_tier,word_count_tier,impression_tier,position_tier
3865,content_9886dfd39c85,client_6208ef0f77,66.71419179076725,random_forest,0.7385819502884344,0.4749919688520407,medium,refresh,declining_with_demand|model_decline_risk,1,355,0,25,19.5,0.0,229,104,5027.0,down,LOW,keyword article,commercial,181-365,91-180,3500+,moderate,striking
3866,content_4f655e5ec6d0,client_6208ef0f77,66.71408932314232,random_forest,0.748104774685444,0.4542524623390023,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1186,0,3,10.2,0.0,111,20,3704.0,down,LOW,keyword article,informational,91-180,0-30,3500+,moderate,striking
3867,content_9a435016cf37,client_6208ef0f77,66.71116323479106,random_forest,0.6875559379591994,0.5860088757397959,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,2878,3,315,37.5,0.1,223,104,6804.0,down,LOW,keyword article,informational,181-365,91-180,3500+,moderate,page_3_5
3868,content_b03a25d5e348,client_19581e27de,66.70998836493389,random_forest,0.6257356505949468,0.720588398526077,medium,refresh,low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,0,3091,2,6,11.1,0.06,148,104,0.0,stable,LOW,keyword article,informational,91-180,91-180,unknown,good,striking
3869,content_c55756d2a06f,client_19581e27de,66.70974498377481,random_forest,0.7484846803473972,0.4532900606556121,medium,refresh,declining_with_demand|model_decline_risk,1,192,0,3,9.5,0.0,139,104,3907.0,down,LOW,keyword article,informational,91-180,91-180,3500+,low,page_1
3870,content_dcc7f13da75e,client_19581e27de,66.70934943154239,random_forest,0.6513302140780688,0.6648353694166668,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,9750,18,18,4.6,0.18,112,20,3372.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,good,page_1
3871,content_0aa26c3cb6e7,client_6208ef0f77,66.70465790745052,random_forest,0.7100797416313895,0.5367600550606576,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,7769,6,22,29.9,0.08,104,20,3691.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,page_3_5
3872,content_c02b2a60a85c,client_6208ef0f77,66.70431195067327,random_forest,0.6766810387215675,0.6094762623928571,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,4021,5,487,37.3,0.12,223,104,6556.0,down,LOW,keyword article,informational,181-365,91-180,3500+,good,page_3_5
3873,content_e922a83d1719,client_19581e27de,66.70402445185981,random_forest,0.6705295010729193,0.6228625304705215,high,refresh_and_review_ctr,low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,0,5010,0,13,8.3,0.0,148,20,0.0,stable,LOW,keyword article,transactional,91-180,0-30,unknown,good,page_1
3874,content_a3b18c3e84c7,client_3fdba35f04,66.69585237330867,random_forest,0.6922204300197081,0.5753754779761904,high,refresh_and_review_ctr,low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,0,2846,11,18,4.8,0.39,111,20,1418.0,stable,LOW,keyword article,informational,91-180,0-30,1000-2000,moderate,page_1
3875,content_cd60e1bb8058,client_6208ef0f77,66.69474334975263,random_forest,0.7246261795372098,0.5047762040306122,medium,refresh_and_review_engagement,low_engagement_visible_page|model_decline_risk|engagement_review_candidate,0,490,0,48,16.2,0.0,229,104,7076.0,up,unknown,keyword article,unknown,181-365,91-180,3500+,moderate,striking
3876,content_63acb47920b4,client_19581e27de,66.69225430156771,random_forest,0.7057413462267096,0.5458212314940476,medium,refresh_and_review_ctr,low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,0,2830,2,5,8.6,0.07,95,20,3328.0,stable,LOW,keyword article,informational,91-180,0-30,2000-3500,moderate,page_1
3877,content_5ca04eea22fa,client_6208ef0f77,66.68972974205751,random_forest,0.7327780282769123,0.4868692758613945,medium,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|engagement_review_candidate,1,401,0,58,18.2,0.0,211,104,4844.0,down,LOW,keyword article,commercial,181-365,91-180,3500+,moderate,striking
3878,content_56671f997891,client_3fdba35f04,66.68929582478057,random_forest,0.7136334423213085,0.5285438551587301,medium,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,878,2,4,32.8,0.23,333,104,1448.0,down,MEDIUM,keyword article,informational,181-365,91-180,1000-2000,moderate,page_3_5
3879,content_b3202921cb5c,client_6208ef0f77,66.68755277854603,random_forest,0.6866616285951413,0.5872218021201814,high,refresh_and_review_engagement,low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,0,2889,1,409,37.3,0.03,216,104,6611.0,stable,LOW,keyword article,informational,181-365,91-180,3500+,moderate,page_3_5
3880,content_b636045f0a0a,client_f74efabef1,66.68725609058322,random_forest,0.7157479672277419,0.5238759438392857,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,2018,2,7,8.0,0.1,117,20,2552.0,down,LOW,keyword article,commercial,91-180,0-30,2000-3500,moderate,page_1
3881,content_45a7c8034b99,client_7f2253d7e2,66.68127312100623,random_forest,0.7953417789049638,0.3503712195277778,medium,refresh,declining_with_demand|model_decline_risk,1,392,0,5,10.8,0.0,172,20,3641.0,down,unknown,keyword article,unknown,91-180,0-30,3500+,moderate,striking
3882,content_99228efdc707,client_19581e27de,66.6807474831042,random_forest,0.6624806242629101,0.63966517861678,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,7961,6,21,7.5,0.08,119,20,3170.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,good,page_1
3883,content_31b21583c35a,client_19581e27de,66.67914412817504,random_forest,0.585552024925523,0.8071303067460317,medium,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,7011,3,8,7.6,0.04,236,104,0.0,down,LOW,keyword article,informational,181-365,91-180,unknown,good,page_1
3884,content_e83c7e923114,client_a88a7902cb,66.67708988955782,random_forest,0.7254453481616823,0.5024432741445578,medium,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1519,2,5,5.5,0.13,182,20,2528.0,down,LOW,keyword article,informational,181-365,0-30,2000-3500,moderate,page_1
3885,content_546aa9d5241b,client_6208ef0f77,66.67644543786643,random_forest,0.6295336643461978,0.7112746332857143,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,5504,12,41,17.8,0.22,287,104,5744.0,down,LOW,keyword article,informational,181-365,91-180,3500+,good,striking
3886,content_743c5ad64200,client_19581e27de,66.67608346147169,random_forest,0.5719425799831184,0.8366701899659864,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,8835,16,18,5.0,0.18,236,104,0.0,down,LOW,keyword article,informational,181-365,91-180,unknown,good,page_1
3887,content_ce40481d43a2,client_6208ef0f77,66.67511439343863,random_forest,0.6616538899129161,0.6412901922446145,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,1611,5,69,7.6,0.31,139,104,4497.0,down,LOW,keyword article,informational,91-180,91-180,3500+,moderate,page_1
3888,content_b259a2a4af00,client_7f2253d7e2,66.67498051124154,random_forest,0.7646740065101695,0.4169557332091836,medium,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,1153,0,1,22.2,0.0,147,20,3537.0,down,LOW,keyword article,informational,91-180,0-30,3500+,moderate,page_3_5
3889,content_d9b05ecd80d5,client_19581e27de,66.67269161956587,random_forest,0.5950359407836769,0.7862779899376418,medium,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,5273,7,7,6.7,0.13,330,104,0.0,down,LOW,keyword article,transactional,181-365,91-180,unknown,good,page_1
3890,content_720edd4e1491,client_8527a891e2,66.67224766338525,random_forest,0.677073517849998,0.6076241777806123,high,refresh_and_review_ctr,low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,0,1174,5,11,13.8,0.43,275,104,1515.0,up,LOW,keyword article,transactional,181-365,91-180,1000-2000,moderate,striking
3891,content_8053a66bd6ac,client_19581e27de,66.67082979818034,random_forest,0.5301637004977949,0.927481888945578,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,52687,40,52,2.6,0.08,236,104,0.0,down,LOW,keyword article,informational,181-365,91-180,unknown,excellent,top_3
3892,content_33b6b8c7b6b1,client_f74efabef1,66.66908174920364,random_forest,0.7204267912591689,0.5131222613911565,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1813,1,13,8.1,0.06,104,20,2542.0,down,LOW,keyword article,transactional,91-180,0-30,2000-3500,moderate,page_1
3893,content_72ee9589636c,client_7f2253d7e2,66.65746042964369,random_forest,0.7265424057337235,0.4994437615124716,medium,refresh,declining_with_demand|model_decline_risk,1,229,0,2,17.4,0.0,106,106,2780.0,down,LOW,keyword article,informational,91-180,91-180,2000-3500,low,striking
3894,content_63d0519f9abe,client_f369cb89fc,66.65680958091798,random_forest,0.6535858337790509,0.6582892764370748,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,14152,16,18,11.9,0.11,97,20,3014.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,good,striking
3895,content_bcf2090ede32,client_349c41201b,66.64569626118447,random_forest,0.6541674604245913,0.6566770521136621,high,refresh_and_review_ctr,low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,0,7161,7,20,4.6,0.1,118,20,2410.0,up,HIGH,keyword article,commercial,91-180,0-30,2000-3500,good,page_1
3896,content_543e45b936dd,client_f74efabef1,66.64259751788174,random_forest,0.7026565927418083,0.5509936935510203,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,2594,3,12,8.1,0.12,125,20,2305.0,down,LOW,keyword article,transactional,91-180,0-30,2000-3500,moderate,page_1
3897,content_d3f37a067c99,client_7f2253d7e2,66.64213198726883,random_forest,0.7049841486285193,0.545910868867347,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,2315,10,14,4.4,0.43,96,20,2827.0,down,LOW,keyword article,transactional,91-180,0-30,2000-3500,moderate,page_1
3898,content_f77c9b907985,client_6208ef0f77,66.64148492710932,random_forest,0.6897624805078462,0.5790365122448979,high,refresh_and_review_ctr,low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,0,938,1,57,11.6,0.11,124,104,3818.0,stable,LOW,keyword article,commercial,91-180,91-180,3500+,moderate,striking
3899,content_75fa2d488710,client_3fdba35f04,66.6413833686344,random_forest,0.6536065553952132,0.6577642803900227,high,refresh,general_refresh_review|model_decline_risk|visible_model_opportunity,0,2444,16,28,19.3,0.65,124,104,1904.0,stable,LOW,keyword article,informational,91-180,91-180,1000-2000,moderate,striking
3900,content_dd4a93b6de7e,client_6208ef0f77,66.64039162787955,random_forest,0.7349441181471965,0.4806177362006803,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,5515,0,17,38.0,0.0,111,20,3768.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,page_3_5
3901,content_ad561001d2ee,client_6208ef0f77,66.63866950667573,random_forest,0.6826251932202887,0.5944906505255102,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,1090,2,113,10.9,0.18,124,104,4024.0,down,LOW,keyword article,informational,91-180,91-180,3500+,moderate,striking
3902,content_37bb865c7f2f,client_f369cb89fc,66.63794270288727,random_forest,0.7411882843629745,0.4669446419897959,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1112,0,7,5.7,0.0,147,20,2799.0,down,LOW,keyword article,commercial,91-180,0-30,2000-3500,moderate,page_1
3903,content_f31514b91eef,client_6208ef0f77,66.63758742007585,random_forest,0.641377266718965,0.6842759469569161,high,refresh,low_engagement_visible_page|visible_model_opportunity|engagement_review_candidate,0,6768,8,131,27.4,0.12,312,104,6826.0,stable,LOW,keyword article,transactional,181-365,91-180,3500+,good,page_3_5
3904,content_da7745723edd,client_6208ef0f77,66.63677115019986,random_forest,0.6992504855088078,0.5582293791071429,high,refresh_and_review_engagement,low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,0,1344,1,58,28.3,0.07,229,104,6839.0,stable,LOW,keyword article,informational,181-365,91-180,3500+,moderate,page_3_5
3905,content_77024d46a73b,client_19581e27de,66.62951793384109,random_forest,0.6268512279577471,0.7156559358843536,medium,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,2419,3,3,5.3,0.12,330,104,0.0,down,LOW,keyword article,transactional,181-365,91-180,unknown,moderate,page_1
3906,content_a1657ceba7bc,client_349c41201b,66.6289211715359,random_forest,0.737015690760846,0.4757499871230158,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,6769,0,33,22.0,0.0,140,8,4336.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,page_3_5
3907,content_1f2a7a05e6e2,client_3fdba35f04,66.62822107987687,random_forest,0.7324410034894414,0.4856897676136621,medium,refresh,declining_with_demand|model_decline_risk,1,353,0,1,19.1,0.0,263,104,1610.0,down,LOW,keyword article,informational,181-365,91-180,1000-2000,moderate,striking
3908,content_3e8fe430800d,client_6208ef0f77,66.62817009561272,random_forest,0.6818166871386815,0.595924591345238,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,1120,0,119,10.4,0.0,236,104,6065.0,down,MEDIUM,keyword article,commercial,181-365,91-180,3500+,moderate,striking
3909,content_f0a66a07fa46,client_6208ef0f77,66.62740895786804,random_forest,0.6245892971682591,0.7205157724081632,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,3965,12,34,9.3,0.3,148,104,4617.0,down,LOW,keyword article,informational,91-180,91-180,3500+,good,page_1
3910,content_c3d2f865a39b,client_19581e27de,66.6268799340242,random_forest,0.6023478068736365,0.7689310223129251,high,refresh,low_ctr_visible_page|low_engagement_visible_page|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,0,6851,13,36,9.9,0.19,124,104,3297.0,up,LOW,keyword article,commercial,91-180,91-180,2000-3500,good,page_1
3911,content_854806ef5830,client_3fdba35f04,66.62610570804071,random_forest,0.7574777676666808,0.4311054394999999,medium,refresh,declining_with_demand|model_decline_risk,1,232,0,6,33.2,0.0,155,104,1680.0,down,LOW,keyword article,informational,91-180,91-180,1000-2000,low,page_3_5
3912,content_338b283a1949,client_19581e27de,66.626028569306,random_forest,0.7348390126507861,0.4803998058276644,medium,refresh,declining_with_demand|model_decline_risk,1,322,0,2,17.5,0.0,139,104,2583.0,down,LOW,keyword article,transactional,91-180,91-180,2000-3500,moderate,striking
3913,content_36509478ff9c,client_6208ef0f77,66.62529605949629,random_forest,0.7123733053574277,0.5292969669523809,high,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,513,1,49,7.4,0.19,223,104,6078.0,down,LOW,keyword article,informational,181-365,91-180,3500+,moderate,page_1
3914,content_e5a3da9fd4b3,client_a88a7902cb,66.62406627479828,random_forest,0.7519221464149878,0.4431395778971089,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,859,1,64,39.6,0.12,154,28,4926.0,down,LOW,keyword article,informational,91-180,0-30,3500+,moderate,page_3_5
3915,content_5bcd6cd076a5,client_f74efabef1,66.62180749139594,random_forest,0.6813632504396919,0.596714041361678,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,4730,5,42,10.5,0.11,125,20,2402.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,good,striking
3916,content_44bbb758f3a2,client_3fdba35f04,66.62108711138849,random_forest,0.6729974237503308,0.6149085436570296,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,1,6507,8,57,10.7,0.12,165,20,2875.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,good,striking
3917,content_daabedc0fedf,client_19581e27de,66.61663825457057,random_forest,0.5787841087673058,0.8199232926020407,medium,refresh,page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,0,8347,7,8,7.9,0.08,256,104,0.0,stable,LOW,keyword article,transactional,181-365,91-180,unknown,good,page_1
3918,content_01b2e00d72cd,client_19581e27de,66.6126839272788,random_forest,0.7144975430048723,0.5242790228174603,medium,refresh,declining_with_demand|model_decline_risk,1,433,0,3,11.2,0.0,144,104,0.0,down,LOW,keyword article,informational,91-180,91-180,unknown,moderate,striking
3919,content_c2813124047c,client_6208ef0f77,66.61263301067773,random_forest,0.7162437181092627,0.5204750749931972,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,707,0,130,22.4,0.0,286,104,7213.0,down,LOW,keyword article,informational,181-365,91-180,3500+,moderate,page_3_5
3920,content_45ad10251169,client_6208ef0f77,66.61177485218626,random_forest,0.6307525958810063,0.7066086097222222,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|visible_model_opportunity|engagement_review_candidate,1,7963,19,150,24.8,0.24,139,104,6143.0,down,LOW,keyword article,informational,91-180,91-180,3500+,good,page_3_5
3921,content_331a01416e92,client_4ec9599fc2,66.60980047635931,random_forest,0.6071134907735489,0.7580222584467119,medium,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,3571,2,9,4.7,0.06,445,104,0.0,down,LOW,keyword article,informational,365+,91-180,unknown,good,page_1
3922,content_d0d96bb7f622,client_f74efabef1,66.60976875365397,random_forest,0.7122165095247692,0.5291553772383788,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,2435,1,8,11.2,0.04,97,20,2709.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,moderate,striking
3923,content_63c52831ef4e,client_19581e27de,66.6083977048808,random_forest,0.5978934827613775,0.7780555460317461,medium,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,4945,4,6,7.3,0.08,329,104,0.0,down,LOW,keyword article,transactional,181-365,91-180,unknown,good,page_1
3924,content_7b6722b12c0e,client_3fdba35f04,66.60739227461566,random_forest,0.6746168019069009,0.6109562701743197,high,refresh_and_review_ctr,low_ctr_visible_page|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate|engagement_review_candidate,0,5210,6,59,7.7,0.12,165,20,2784.0,up,HIGH,keyword article,informational,91-180,0-30,2000-3500,good,page_1
3925,content_c9424d7230ff,client_19581e27de,66.60701773440198,random_forest,0.5971781120643311,0.7795703657312925,medium,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,4421,12,8,4.3,0.27,330,104,0.0,down,LOW,keyword article,transactional,181-365,91-180,unknown,good,page_1
3926,content_1a0c642c8b75,client_19581e27de,66.6050799519148,random_forest,0.5929709135941522,0.7886714234126984,high,refresh,page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,0,5391,3,21,6.6,0.06,236,104,0.0,stable,LOW,keyword article,transactional,181-365,91-180,unknown,good,page_1
3927,content_dcc63ea8dfd5,client_6208ef0f77,66.60340651227182,random_forest,0.7268280854137328,0.4971401901037415,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,612,0,24,29.1,0.0,124,104,3375.0,down,LOW,keyword article,commercial,91-180,91-180,2000-3500,moderate,page_3_5
3928,content_422ea7d8363a,client_4e07408562,66.60135014550461,random_forest,0.6196036144439029,0.7305616600374151,medium,refresh,general_refresh_review|visible_model_opportunity,0,11795,18,6,29.9,0.15,277,104,1683.0,up,LOW,keyword article,informational,181-365,91-180,1000-2000,good,page_3_5
3929,content_89b8af9c2e3d,client_d029fa3a95,66.60121592121035,random_forest,0.7195379641497139,0.5129465672902495,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1738,0,1,6.0,0.0,141,20,2702.0,down,LOW,comparison article,informational,91-180,0-30,2000-3500,moderate,page_1
3930,content_46973d263159,client_6208ef0f77,66.60052111343614,random_forest,0.6569532627937166,0.6492055647777777,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,4685,6,55,30.4,0.13,229,104,5324.0,down,LOW,keyword article,informational,181-365,91-180,3500+,good,page_3_5
3931,content_fd02f99559fa,client_6208ef0f77,66.60039676511464,random_forest,0.7243460966577752,0.5024511904569161,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1640,0,24,4.9,0.0,104,20,3530.0,down,LOW,keyword article,informational,91-180,0-30,3500+,moderate,page_1
3932,content_e76674493276,client_6208ef0f77,66.59990573817626,random_forest,0.6413344257592857,0.6831970444931972,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|visible_model_opportunity|engagement_review_candidate,1,4934,16,212,22.2,0.32,307,104,7575.0,down,LOW,keyword article,informational,181-365,91-180,3500+,good,page_3_5
3933,content_4d612be43d8a,client_19581e27de,66.59973860524704,random_forest,0.6513255429955326,0.6614358005952381,medium,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1445,1,3,5.1,0.07,236,104,0.0,down,LOW,keyword article,transactional,181-365,91-180,unknown,moderate,page_1
3934,content_adf705365c58,client_6208ef0f77,66.59925007600044,random_forest,0.7228634109559899,0.5056441251462584,high,refresh,declining_with_demand|model_decline_risk|visible_model_opportunity,1,601,1,41,22.9,0.17,141,104,6783.0,down,LOW,keyword article,informational,91-180,91-180,3500+,moderate,page_3_5
3935,content_2ccee2bc5f01,client_3fdba35f04,66.59712283642143,random_forest,0.747856299781865,0.4511549681315193,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,960,2,11,8.6,0.21,111,20,1389.0,down,LOW,keyword article,informational,91-180,0-30,1000-2000,moderate,page_1
3936,content_3d6153505d1f,client_6208ef0f77,66.59585228167937,random_forest,0.6501394948399816,0.6638975718214285,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,8860,8,47,36.0,0.09,286,104,5946.0,down,LOW,keyword article,informational,181-365,91-180,3500+,good,page_3_5
3937,content_d14fe00f92a3,client_19581e27de,66.5943128139884,random_forest,0.6272209221437379,0.7137557623015872,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,2788,0,17,10.1,0.0,153,104,0.0,down,LOW,keyword article,informational,91-180,91-180,unknown,moderate,striking
3938,content_900f828b925b,client_624b60c58c,66.59407573723442,random_forest,0.7193110266116279,0.5132186178956917,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,2362,0,3,11.7,0.0,101,20,4302.0,down,unknown,feedly article,unknown,91-180,0-30,3500+,moderate,striking
3939,content_663501db3ed4,client_6208ef0f77,66.59238191219741,random_forest,0.747519762576459,0.4517403117012471,medium,refresh_and_review_engagement,declining_with_demand|page_one_decay_risk|low_engagement_visible_page|model_decline_risk|engagement_review_candidate,1,189,0,68,8.3,0.0,223,104,7575.0,down,LOW,keyword article,informational,181-365,91-180,3500+,low,page_1
3940,content_4545e0f37871,client_3fdba35f04,66.5903591565942,random_forest,0.746159740267869,0.4546388896904761,medium,refresh,declining_with_demand|page_one_decay_risk|model_decline_risk,1,157,0,11,5.2,0.0,263,104,1506.0,down,LOW,keyword article,commercial,181-365,91-180,1000-2000,low,page_1
3941,content_8eb7e7713256,client_4e07408562,66.59008840423782,random_forest,0.5917514665311816,0.7908604641156463,medium,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,5275,3,7,5.6,0.06,390,104,0.0,down,LOW,keyword article,informational,365+,91-180,unknown,good,page_1
3942,content_628b0072a55e,client_349c41201b,66.58822237543922,random_forest,0.6926649868000613,0.5710593170918368,high,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,4909,11,27,13.0,0.22,144,20,5090.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,striking
3943,content_cd7612ec6e09,client_6208ef0f77,66.58432871244257,random_forest,0.6528036768590667,0.6577377405895691,high,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|model_decline_risk|visible_model_opportunity|engagement_review_candidate,1,8364,9,175,37.0,0.11,287,104,5380.0,down,LOW,keyword article,informational,181-365,91-180,3500+,good,page_3_5
3944,content_3051582f4482,client_6208ef0f77,66.5840794243885,random_forest,0.7150619482882915,0.5221601882653061,high,refresh,general_refresh_review|model_decline_risk|visible_model_opportunity,0,719,0,12,23.1,0.0,211,104,5114.0,up,LOW,keyword article,commercial,181-365,91-180,3500+,moderate,page_3_5
3945,content_e1cc624b887c,client_19581e27de,66.58404632403452,random_forest,0.6723338033252892,0.6152013492772108,medium,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|model_decline_risk|visible_model_opportunity|ctr_review_candidate,1,1071,4,5,6.1,0.37,126,104,2708.0,down,LOW,keyword article,informational,91-180,91-180,2000-3500,moderate,page_1
3946,content_68976b271781,client_3fdba35f04,66.58386150034985,random_forest,0.7338760064617206,0.4811850687346938,medium,refresh,declining_with_demand|page_one_decay_risk|model_decline_risk,1,236,0,3,6.1,0.0,263,104,1462.0,down,LOW,keyword article,informational,181-365,91-180,1000-2000,low,page_1
